token_count,rank_host,rank_country,ASNno,sec_sen_word_cnt,avg_token_length,No_of_dots,malicious,Length_of_url,avg_path_token,IPaddress_presence,Length_of_host,safebrowsing,URL,host,avg_domain_token_length,path_token_count,path,largest_domain,domain_token_count,largest_path,largest_token
4,-1,-1,47583,0,5.75,2,1,28,0,0,21,1,http://previewphoto.16mb.com,previewphoto.16mb.com,6.333333333,0,,12,3,0,12
4,-1,-1,47583,0,7.75,2,1,37,0,0,29,1,http://previewphotosmatch47.16mb.com/,previewphotosmatch47.16mb.com,9,0,/,20,3,0,20
6,-1,-1,-1,0,15.16666667,1,1,99,0,0,17,0,http://pro-antivirus.net/?p=WKmimHVlaGuHjsbIo22Dh3qBqXmmVpzZapmK0qR0qay6z66noaunWpqdnHbDjLnUnJ6cq6A,pro-antivirus.net,5,0,/,9,3,0,71
10,1247529,54148,31178,2,5.3,5,1,67,6.666666667,0,34,0,http://pro.boutique-artisans-du-monde.com/customer/account/login...,pro.boutique-artisans-du-monde.com,4.833333333,3,/customer/account/login...,8,6,8,8
5,362384,15002,28299,0,4.4,2,1,29,0,0,21,0,http://promo-facebook.vai.la/,promo-facebook.vai.la,4.5,0,/,8,4,0,8
6,-1,-1,-1,0,5.166666667,2,1,38,4,0,21,0,http://propecia-generico.com/codec.exe,propecia-generico.com,6.333333333,2,/codec.exe,8,3,5,8
10,-1,-1,-1,0,4.2,2,1,53,4.666666667,0,20,0,http://proper-tube-site.com/teens/xindex.php?id=45059,proper-tube-site.com,4.25,3,/teens/xindex.php,6,4,6,6
11,-1,-1,4837,0,5.272727273,5,1,73,5.857142857,0,15,1,http://protocol.net.cn/wp-includes/id3/ameli/portailas/appmanager/port...,protocol.net.cn,4.333333333,7,/wp-includes/id3/ameli/portailas/appmanager/port...,8,3,10,10
3,-1,-1,-1,0,4.333333333,1,1,17,0,0,10,0,http://ptfree.org,ptfree.org,4.5,0,,6,2,0,6
5,-1,-1,-1,0,5.4,2,1,33,4,0,16,0,http://puckettphoto.com/codec.exe,puckettphoto.com,7.5,2,/codec.exe,12,2,5,12
6,6808792,-1,-1,0,7.666666667,6,1,57,9,0,36,0,http://purchaseinvoice2017.smp1jepon.sch.id/sales_dpt/...,purchaseinvoice2017.smp1jepon.sch.id,8.25,1,/sales_dpt/...,19,4,9,19
5,-1,-1,3598,0,4,2,1,26,3,0,11,0,http://purgand.com/in5.php,purgand.com,5,2,/in5.php,7,2,3,7
11,1261941,29766,58404,0,4.090909091,9,1,60,4,0,20,0,http://pustaka.uninus.ac.id/flap/en.alibaba.com/open.html...,pustaka.uninus.ac.id,4.25,6,/flap/en.alibaba.com/open.html...,7,4,7,7
6,-1,-1,1887,0,3.666666667,3,1,29,4,0,12,0,http://put.ghura.pl/adrtv.exe,put.ghura.pl,3.333333333,2,/adrtv.exe,5,3,5,5
7,51850,2569,25519,0,5.142857143,2,1,44,5,0,19,1,http://radikijh.beget.tech/bebo/sg2017/a7c7d,radikijh.beget.tech,5.666666667,3,/bebo/sg2017/a7c7d,8,3,6,8
9,-1,-1,33494,0,6.666666667,5,1,73,5.333333333,0,20,1,http://rafflepromotions.com/fghigtgh/index.php?email=huaweifans@huawei...,rafflepromotions.com,9.5,3,/fghigtgh/index.php,16,2,8,16
7,-1,-1,7162,0,4.714285714,2,1,42,4,0,19,0,http://rafinanceira.com.br/site/logs/info/,rafinanceira.com.br,5.666666667,3,/site/logs/info/,12,3,4,12
5,26265366,-1,55045,0,5.4,1,1,33,5.5,0,13,0,http://rajuuttam.com/newpass/cash,rajuuttam.com,6,2,/newpass/cash,9,2,7,9
9,-1,-1,-1,1,4.888888889,6,1,57,5,0,23,1,http://ramadan.vallpros-as.com/dcm2/email-account.html...,ramadan.vallpros-as.com,5,4,/dcm2/email-account.html...,8,4,7,8
5,-1,-1,26496,0,6.6,1,1,39,3.5,0,23,0,http://ramensoupforthesoul.com/az/fonts,ramensoupforthesoul.com,11,2,/az/fonts,19,2,5,19
7,-1,-1,32475,0,8,4,1,68,8,0,21,1,http://ramyatafoundation.org/bam/docusign/verifylogin/viewaccess/...,ramyatafoundation.org,10,4,/bam/docusign/verifylogin/viewaccess/...,17,2,11,17
6,-1,-1,-1,0,3.666666667,2,1,29,2,0,13,0,http://rarambler.com/ra/2.exe,rarambler.com,6,3,/ra/2.exe,9,2,3,9
13,12330809,-1,26347,0,4.307692308,4,1,73,3.9,0,14,0,http://raspberrypi.cl/2013/07/20/diodo-zener-para-proteger-usb-de-rasp...,raspberrypi.cl,6.5,10,/2013/07/20/diodo-zener-para-proteger-usb-de-rasp...,11,2,8,11
5,6393,2086,702,0,5.8,2,1,36,0,0,28,1,http://raw-fronts.000webhostapp.com/,raw-fronts.000webhostapp.com,6.25,0,/,13,4,0,13
7,-1,-1,46606,0,4.428571429,2,1,39,3,0,16,0,http://raychampagne.com/alaga/T/Y1.html,raychampagne.com,7.5,4,/alaga/T/Y1.html,12,2,5,12
8,-1,-1,20773,0,7.625,4,1,73,11.33333333,0,26,0,http://rc-sanktingbert-chronik.de/administrator/home/411093e913a2c980b...,rc-sanktingbert-chronik.de,5.75,3,/administrator/home/411093e913a2c980b...,12,4,17,17
7,-1,-1,-1,0,3.571428571,3,1,33,2.5,0,12,0,http://realmovs.net/vidz/4.71.htm,realmovs.net,5.5,4,/vidz/4.71.htm,8,2,4,8
7,366495,15513,-1,0,6.285714286,5,1,55,6.333333333,0,23,0,http://redacaototalenem.com.br/wp-includes/customize...,redacaototalenem.com.br,7,3,/wp-includes/customize...,16,3,9,16
5,-1,-1,-1,0,5.4,2,1,33,4,0,16,0,http://rediropencom.com/codec.exe,rediropencom.com,7.5,2,/codec.exe,12,2,5,12
4,-1,-1,-1,0,5.75,1,1,29,0,0,21,0,http://refresh-paymentcc.com/,refresh-paymentcc.com,6.333333333,0,/,9,3,0,9
10,-1,-1,-1,0,5,5,1,65,4,0,17,1,http://remaxorlando.info/um1/cp/webmail/?userid=hhim@pipus.com...,remaxorlando.info,8,3,/um1/cp/webmail/,12,2,7,12
9,-1,-1,-1,0,6.444444444,5,1,73,4,0,17,1,http://remaxorlando.info/um1/cp/webmail/?userid=ken@montanarealestate....,remaxorlando.info,8,3,/um1/cp/webmail/,12,2,7,17
9,163008,3061,46475,0,6.222222222,5,1,70,5.25,0,17,0,http://rentasyventas.com/openads/df/imagenes.html?rpu=265920701080&...,rentasyventas.com,8,4,/openads/df/imagenes.html,13,2,8,13
7,-1,-1,46606,0,5.571428571,5,1,50,5.75,0,13,0,http://reporodeo.com/dropbox1/dropbox/index.php...,reporodeo.com,6,4,/dropbox1/dropbox/index.php...,9,2,8,9
6,-1,-1,-1,0,5.666666667,2,1,42,4,0,24,0,http://resgatehoradeouro.com.br/admin/h20/,resgatehoradeouro.com.br,7.333333333,2,/admin/h20/,17,3,5,17
6,-1,-1,-1,0,5.166666667,2,1,38,4,0,21,0,http://resistant-domains.com/codec.exe,resistant-domains.com,6.333333333,2,/codec.exe,9,3,5,9
6,-1,-1,36351,0,6.833333333,4,0,52,6.333333333,0,19,1,http://reyhansucuklari.com/images/d/confirmation/...,reyhansucuklari.com,9,3,/images/d/confirmation/...,15,2,12,15
6,23204271,-1,36024,0,2.833333333,1,1,25,2,0,11,1,http://ri-agri.com/z/aol/,ri-agri.com,3,2,/z/aol/,4,3,3,4
5,-1,-1,-1,0,6.6,1,1,41,7.5,0,15,1,http://rizkikhaizir.id/7030inc/Docusign-/,rizkikhaizir.id,7,2,/7030inc/Docusign-/,12,2,8,12
5,826328,173103,-1,0,7.8,1,1,45,12.5,0,11,0,http://roblox.city/Rewards/Schools_Out_Prizes,roblox.city,5,2,/Rewards/Schools_Out_Prizes,6,2,18,18
8,6271363,-1,34619,0,4.25,3,1,43,4.25,0,15,0,http://rolmedya.com.tr/YES/crypt/index.html,rolmedya.com.tr,4.333333333,4,/YES/crypt/index.html,8,3,5,8
13,-1,-1,43711,0,4.307692308,7,0,73,4.555555556,0,13,0,http://rs-sailing.hu/www2.Santander-pessoa-fisica.com.br/br/acesso/amb...,rs-sailing.hu,3.666666667,9,/www2.Santander-pessoa-fisica.com.br/br/acesso/amb...,7,3,9,9
7,-1,-1,16509,0,5,2,1,44,6,0,15,1,http://rs.authlist.com/update-payment-logid/,rs.authlist.com,4.333333333,3,/update-payment-logid/,8,3,7,8
10,21859201,-1,20018,1,5.9,4,1,73,5.428571429,0,18,1,http://rsvpphotobooth.com/wp-content/gdoc-secure/gdoc-secure/e23f5d192...,rsvpphotobooth.com,8.5,7,/wp-content/gdoc-secure/gdoc-secure/e23f5d192...,14,2,9,14
5,-1,-1,-1,0,5.4,2,1,33,4,0,16,0,http://rulerdomains.net/codec.exe,rulerdomains.net,7.5,2,/codec.exe,12,2,5,12
8,-1,-1,31034,0,5.625,4,1,58,6.8,0,8,0,http://rusti.it/wp-content/themes/whatsap2017/whatsapp/...,rusti.it,3.5,5,/wp-content/themes/whatsap2017/whatsapp/...,5,2,11,11
14,11420106,-1,20013,0,3.785714286,6,1,73,3.8,0,13,1,http://saakaar.co.in/ace/Dbox%20NEW%201/DropB(1)/ayo1/ayo1/ayo1/index....,saakaar.co.in,3.666666667,10,/ace/Dbox%20NEW%201/DropB(1)/ayo1/ayo1/ayo1/index....,7,3,5,7
10,10680461,-1,30496,1,5.9,4,1,73,5,0,21,0,http://saboresaborigenes.com/papipers/calendar/lib/cupertino/O/login/1...,saboresaborigenes.com,10,7,/papipers/calendar/lib/cupertino/O/login/1...,17,2,9,17
7,-1,-1,47583,0,3.571428571,3,1,33,3.5,0,17,0,http://safety-973.hol.es/log2.php,safety-973.hol.es,3.5,2,/log2.php,6,4,4,6
6,-1,-1,47583,0,4.333333333,3,1,33,4,0,16,1,http://safety835.hol.es/log11.php,safety835.hol.es,4.666666667,2,/log11.php,9,3,5,9
7,-1,-1,-1,0,4.285714286,2,1,38,4.25,0,10,0,http://sajiye.net/cbn/view/index_1.php,sajiye.net,4.5,4,/cbn/view/index_1.php,6,2,7,7
7,-1,-1,-1,0,6,5,1,54,5,0,19,1,http://salimahcikupaols.id/wp-includes/Hotmail.com/...,salimahcikupaols.id,9,4,/wp-includes/Hotmail.com/...,16,2,8,16
7,-1,-1,53243,0,4,2,1,37,2.666666667,0,18,1,http://sanrafaelsl.com.br/s/wu/5384a/,sanrafaelsl.com.br,5.333333333,3,/s/wu/5384a/,11,3,5,11
6,-1,-1,-1,0,5.333333333,1,1,39,4,0,17,0,http://santacruzhotel.es/wp-admin/maint,santacruzhotel.es,8,3,/wp-admin/maint,14,2,5,14
8,37225,14887,47583,0,5.125,6,1,53,5.5,0,17,0,http://santande.890m.com/acesso/novo/1_acessar.php...,santande.890m.com,5,4,/acesso/novo/1_acessar.php...,8,3,9,9
4,-1,-1,-1,0,4.75,2,1,24,0,0,17,0,http://santanderb.com.br,santanderb.com.br,5,0,,10,3,0,10
7,-1,-1,42366,0,5.857142857,6,1,52,3.5,0,33,0,http://saque-beneficiosocialgov.16mb.com/home.php...,saque-beneficiosocialgov.16mb.com,7.5,2,/home.php...,18,4,4,18
9,-1,-1,42366,0,6.666666667,6,1,73,7.8,0,19,0,http://saqueinativa.esy.es/m/internet.dosegmento%3dCIDADAO63009apc/ind...,saqueinativa.esy.es,5.666666667,5,/m/internet.dosegmento%3dCIDADAO63009apc/ind...,12,3,17,17
7,-1,-1,-1,0,5.428571429,4,1,50,4,0,19,1,http://sazanshairsalon.com/natt/ayo1/ayo1/ayo1/...,sazanshairsalon.com,9,4,/natt/ayo1/ayo1/ayo1/...,15,2,4,15
3,-1,-1,-1,0,4.333333333,1,1,17,0,0,10,0,http://sbmb08.com,sbmb08.com,4.5,0,,6,2,0,6
6,-1,-1,-1,0,5.833333333,2,1,42,6,0,14,0,http://scan4area.info/download/install.php,scan4area.info,6.5,3,/download/install.php,9,2,8,9
6,-1,-1,-1,0,5.833333333,2,1,42,6,0,14,0,http://scan4full.info/download/install.php,scan4full.info,6.5,3,/download/install.php,9,2,8,9
6,-1,-1,-1,0,5.833333333,2,1,42,6,0,14,0,http://scan4goal.info/download/install.php,scan4goal.info,6.5,3,/download/install.php,9,2,8,9
6,-1,-1,-1,0,5.833333333,2,1,42,6,0,14,0,http://scan4hard.info/download/install.php,scan4hard.info,6.5,3,/download/install.php,9,2,8,9
6,-1,-1,-1,0,5.833333333,2,1,42,6,0,14,0,http://scan4mode.info/download/install.php,scan4mode.info,6.5,3,/download/install.php,9,2,8,9
6,-1,-1,-1,0,5.833333333,2,1,42,6,0,14,0,http://scan6meta.info/download/install.php,scan6meta.info,6.5,3,/download/install.php,9,2,8,9
6,-1,-1,-1,0,5.666666667,2,1,41,6,0,13,0,http://scanfan6.info/download/install.php,scanfan6.info,6,3,/download/install.php,8,2,8,8
6,-1,-1,-1,0,5.833333333,2,1,42,6,0,14,0,http://scanfine4.info/download/install.php,scanfine4.info,6.5,3,/download/install.php,9,2,8,9
6,-1,-1,-1,0,5.666666667,2,1,41,6,0,13,0,http://scanmix6.info/download/install.php,scanmix6.info,6,3,/download/install.php,8,2,8,8
10,-1,-1,-1,0,5.2,2,1,65,2,0,25,0,http://scanner.extrantivirus.com/35/?advid=6357&ref=&p=1000000000,scanner.extrantivirus.com,7.666666667,1,/35/,13,3,2,13
7,-1,-1,-1,0,6.571428571,3,1,54,6.333333333,0,25,0,http://scanner.extrantivirus.com/exe/setup_26357_0.exe,scanner.extrantivirus.com,7.666666667,3,/exe/setup_26357_0.exe,13,3,13,13
7,-1,-1,-1,0,4.571428571,2,1,41,2,0,30,0,http://scanner.rapid-antivir-2009.com/33/,scanner.rapid-antivir-2009.com,5.2,1,/33/,7,5,2,7
6,-1,-1,-1,0,5.666666667,2,1,41,6,0,13,0,http://scanray6.info/download/install.php,scanray6.info,6,3,/download/install.php,8,2,8,8
7,-1,-1,-1,0,5.714285714,2,1,48,3.5,0,22,0,http://scanspywaresonline.com/demo.php?ewmid=205,scanspywaresonline.com,10.5,2,/demo.php,18,2,4,18
6,-1,-1,-1,0,5.833333333,2,1,42,6,0,14,0,http://scanstar6.info/download/install.php,scanstar6.info,6.5,3,/download/install.php,9,2,8,9
11,-1,-1,31034,2,5.090909091,7,1,71,5.125,0,12,0,http://scuolando.it/plugins/minify/lib/signin.alibaba.com/login.html...,scuolando.it,5.5,8,/plugins/minify/lib/signin.alibaba.com/login.html...,9,2,7,9
4,-1,-1,50970,0,5,1,1,25,8,0,9,0,http://sdssad.tk/docusign,sdssad.tk,4,1,/docusign,6,2,8,8
4,-1,-1,50970,0,5,1,1,26,8,0,9,0,http://sdssad.tk/docusign/,sdssad.tk,4,1,/docusign/,6,2,8,8
6,-1,-1,7497,0,5.666666667,2,1,41,5,0,16,0,http://searchsuggest.cn/catalog/bookz.pdf,searchsuggest.cn,7.5,3,/catalog/bookz.pdf,13,2,7,13
6,17769263,-1,-1,0,9.333333333,4,1,67,9.333333333,0,25,0,http://secondunitproductions.com/ckeditor_assets/WhatsApp/index=...,secondunitproductions.com,12,3,/ckeditor_assets/WhatsApp/index=...,21,2,15,21
12,-1,-1,35017,1,4.75,8,1,73,5.666666667,0,23,1,http://secure.myboa.cn-iba.com/banksupport.com/session/B/challenge.php...,secure.myboa.cn-iba.com,3.8,6,/banksupport.com/session/B/challenge.php...,6,5,11,11
12,-1,-1,-1,1,3.833333333,3,1,59,3.25,0,21,0,http://secure.xsoftstore.com/cgi-bin/bill.cgi?id=33&type=cc,secure.xsoftstore.com,6.333333333,4,/cgi-bin/bill.cgi,10,3,4,10
8,-1,-1,-1,1,5.375,5,1,55,4.5,0,26,1,http://security-bankofireland.com/login.html?ssl=yes...,security-bankofireland.com,8,2,/login.html,13,3,5,13
5,-1,-1,-1,0,4,2,1,26,2.5,0,12,0,http://seresult.com/go.php,seresult.com,5.5,2,/go.php,8,2,3,8
8,-1,-1,197726,0,4.875,4,1,51,5.5,0,15,1,http://sergio-cotti.pl/wp-admin/network/adobeCom...,sergio-cotti.pl,4.333333333,4,/wp-admin/network/adobeCom...,6,3,8,8
4,24728081,-1,44109,0,6.75,1,1,33,7,0,17,0,http://serverstechna.com/boxdrop/,serverstechna.com,8,1,/boxdrop/,13,2,7,13
15,-1,-1,-1,0,3.466666667,5,1,73,2,0,28,0,http://serviceaccountfeedback.co.vu/%EF%BD%90%EF%BD%81%EF%BD%99%EF%BD%...,serviceaccountfeedback.co.vu,8.666666667,11,/%EF%BD%90%EF%BD%81%EF%BD%99%EF%BD%...,22,3,2,22
5,-1,-1,-1,0,7.2,2,1,42,4,0,25,0,http://servicenetworktoolcom.com/codec.exe,servicenetworktoolcom.com,12,2,/codec.exe,21,2,5,21
3,-1,-1,7497,0,5.333333333,1,1,20,0,0,13,0,http://serymercha.cn,serymercha.cn,6,0,,10,2,0,10
5,-1,-1,-1,0,4.4,2,1,28,4,0,11,0,http://sexlool.com/codec.exe,sexlool.com,5,2,/codec.exe,7,2,5,7
7,22884750,-1,29278,0,4.571428571,3,1,40,4.333333333,0,17,0,http://sexonline.fake.hu/10/js_go_f1.php,sexonline.fake.hu,5,3,/10/js_go_f1.php,9,3,8,9
5,-1,-1,-1,0,5,2,1,31,4,0,14,-1,http://sfdjmljfep.com/codec.exe,sfdjmljfep.com,6.5,2,/codec.exe,10,2,5,10
6,387630,7075,41079,0,9.666666667,5,1,69,18.5,0,19,0,http://sh211733.website.pl/telia/b4181878c070cbd9db48afa7a46c5233/...,sh211733.website.pl,5.666666667,2,/telia/b4181878c070cbd9db48afa7a46c5233/...,8,3,32,32
9,-1,-1,-1,0,6.666666667,4,1,73,7.166666667,0,14,1,http://sharjeasoon.ir/js/ionf/Firstree/NewFnb/First/FIRSTNATIONALBANKH...,sharjeasoon.ir,6.5,6,/js/ionf/Firstree/NewFnb/First/FIRSTNATIONALBANKH...,11,2,18,18
9,-1,-1,1680,0,4.555555556,6,1,54,4.8,0,15,1,http://sharonnim.co.il/ONLINE/bl/pdfview/index.html...,sharonnim.co.il,4.333333333,5,/ONLINE/bl/pdfview/index.html...,9,3,7,9
6,-1,-1,29169,0,4.833333333,2,1,36,4,0,19,0,http://shopping-pharma.com/codec.exe,shopping-pharma.com,5.666666667,2,/codec.exe,8,3,5,8
6,-1,-1,20676,0,4,2,1,31,3,0,16,0,http://shovel-games.com/faq.php,shovel-games.com,4.666666667,2,/faq.php,6,3,3,6
4,17393180,-1,26496,0,6.5,1,1,31,4,0,19,0,http://sierraaggregate.com/docs,sierraaggregate.com,9,1,/docs,15,2,4,15
7,-1,-1,-1,0,4.142857143,2,1,37,4,0,20,0,http://sigurd-media-api.com/codec.exe,sigurd-media-api.com,4.25,2,/codec.exe,6,4,5,6
6,16854664,-1,-1,0,6,2,1,44,8.5,0,17,1,http://simplyhome.com.co/nbproject/adobepdf/,simplyhome.com.co,5,2,/nbproject/adobepdf/,10,3,9,10
6,-1,-1,-1,0,5.333333333,2,1,39,5.666666667,0,12,0,http://siralube.com/document/index.html,siralube.com,5.5,3,/document/index.html,8,2,8,8
4,4451566,-1,31034,0,5.75,1,1,29,5,0,15,-1,http://siriagarden.com/primo/,siriagarden.com,7,1,/primo/,11,2,5,11
5,-1,-1,-1,0,5,2,1,31,4,0,14,-1,http://siskimoney.com/codec.exe,siskimoney.com,6.5,2,/codec.exe,10,2,5,10
6,1,1,15169,0,6.666666667,5,1,51,11,0,16,0,http://sites.google.com/site/checkpoincentre088/...,sites.google.com,4.666666667,2,/site/checkpoincentre088/...,6,3,18,18
5,-1,-1,-1,0,4.8,2,1,30,4,0,13,0,http://sitzkeybm.org/codec.exe,sitzkeybm.org,6,2,/codec.exe,9,2,5,9
9,16102253,-1,38719,0,6.666666667,5,1,73,5.8,0,29,0,http://skippersticketmandurah.com.au/locate-area-execute-command-inter...,skippersticketmandurah.com.au,9,5,/locate-area-execute-command-inter...,22,3,7,22
11,-1,-1,48896,0,5.272727273,5,1,73,5.857142857,0,15,1,http://sklep.budmeo.pl/fr-FR/Ameli/Ameli/PortailAS/appmanager/PortailA...,sklep.budmeo.pl,4.333333333,7,/fr-FR/Ameli/Ameli/PortailAS/appmanager/PortailA...,6,3,10,10
11,2429420,-1,19024,0,5.272727273,4,1,73,5.125,0,14,0,http://skyfortune.com/caches/mod_poll/und/id-15-10-2016/7424fa809a8a04...,skyfortune.com,6.5,8,/caches/mod_poll/und/id-15-10-2016/7424fa809a8a04...,10,2,14,14
4,5413,3399,14618,0,5.25,1,1,26,7,0,11,0,http://smarturl.it/Adobebh,smarturl.it,5,1,/Adobebh,8,2,7,8
3,-1,-1,43541,0,4.333333333,1,1,17,0,0,10,0,http://smrcek.com,smrcek.com,4.5,0,,6,2,0,6
6,-1,-1,-1,0,10.5,4,1,73,15.33333333,0,14,1,http://snspsladwa.org/googledrive/GDocHistory/9f3885a038f82d43730038c8...,snspsladwa.org,6.5,3,/googledrive/GDocHistory/9f3885a038f82d43730038c8...,10,2,24,24
5,-1,-1,-1,0,4.6,2,1,29,4,0,12,0,http://softdnss.com/codec.exe,softdnss.com,5.5,2,/codec.exe,8,2,5,8
5,-1,-1,-1,0,6,2,1,36,4,0,19,0,http://softnewsblogcom.com/codec.exe,softnewsblogcom.com,9,2,/codec.exe,15,2,5,15
13,21131009,-1,-1,0,4.307692308,4,1,73,4,0,13,0,http://soicauwin.net/tt6c7qd/ma-phir-bhe-tumko-chaho-ga-male-version-m...,soicauwin.net,6,10,/tt6c7qd/ma-phir-bhe-tumko-chaho-ga-male-version-m...,9,2,7,9
12,21131009,-1,-1,0,4.416666667,5,1,69,4.111111111,0,13,0,http://soicauwin.net/ugopq8q/mai-phir-bhi-tujh-ko-chahunga-so.html...,soicauwin.net,6,9,/ugopq8q/mai-phir-bhi-tujh-ko-chahunga-so.html...,9,2,8,9
8,-1,-1,-1,0,4.375,2,1,44,2.333333333,0,19,0,http://solmixgroup.cn:8080/ts/in.cgi?pepsi12,solmixgroup.cn:8080,5.666666667,3,/ts/in.cgi,11,3,3,11
6,-1,-1,38700,1,5.5,1,1,41,5,0,15,1,http://speechkorea.org/data/Admin/secure/,speechkorea.org,7,3,/data/Admin/secure/,11,2,6,11
3,-1,-1,43541,0,5,1,1,19,0,0,12,0,http://spekband.com,spekband.com,5.5,0,,8,2,0,8
12,24734304,-1,39642,0,4.75,5,1,73,4.75,0,14,0,http://sporgomspil.dk/wp-includes/js/plupload/a/oldboa/thankyou.php?ic...,sporgomspil.dk,6.5,8,/wp-includes/js/plupload/a/oldboa/thankyou.php,11,2,8,11
6,-1,-1,4750,0,3.666666667,2,1,29,4,0,12,0,http://ssc-club.com/pcdef.exe,ssc-club.com,3.333333333,2,/pcdef.exe,4,3,5,5
9,-1,-1,26496,0,6.666666667,5,1,73,6.666666667,0,17,1,http://stephaniesmith.us/f-coco/Harsh-tag.aagkkjdf/c31eaa946be62859873...,stephaniesmith.us,8,6,/f-coco/Harsh-tag.aagkkjdf/c31eaa946be62859873...,14,2,19,19
8,-1,-1,-1,0,7.5,5,1,73,7.8,0,18,1,http://steponesenegal.com/active/investment-documents/business-office....,steponesenegal.com,8.5,5,/active/investment-documents/business-office....,14,2,10,14
11,16035894,-1,-1,0,4.818181818,5,1,69,5,0,14,0,http://stipanovic.com//EN/scripts/rfdvcxc/newchn/index.php?email=x...,stipanovic.com,6.5,6,//EN/scripts/rfdvcxc/newchn/index.php,10,2,7,10
9,8065699,-1,-1,2,6.666666667,4,1,73,7.166666667,0,14,1,http://stsgroupbd.com/aug/ee/secure/cmd-login=f2f29a7f532992289af6a6a9...,stsgroupbd.com,6.5,6,/aug/ee/secure/cmd-login=f2f29a7f532992289af6a6a9...,10,2,24,24
8,-1,-1,40034,0,5,5,1,52,3.333333333,0,29,0,http://sua-atualizacao-seguranca.com/op/ponte.php...,sua-atualizacao-seguranca.com,6.5,3,/op/ponte.php...,11,4,5,11
8,1016010,-1,12350,0,7.375,6,1,73,32,0,24,0,http://sub-rec.ch.vtxhosting.ch/EEE46EDCEAFDE3EB8FD43CA90A814A97//?sec...,sub-rec.ch.vtxhosting.ch,4,1,/EEE46EDCEAFDE3EB8FD43CA90A814A97//,10,5,32,32
5,-1,-1,-1,0,6.8,1,1,40,6.5,0,18,1,http://sucursalvirtual.ca/mua/VALIDAUSER,sucursalvirtual.ca,8.5,2,/mua/VALIDAUSER,15,2,10,15
6,-1,-1,-1,0,6.166666667,2,1,44,5.5,0,24,0,http://sulamanzahrapadang.co.id/blssed/newgg,sulamanzahrapadang.co.id,7.333333333,2,/blssed/newgg,18,3,6,18
5,-1,-1,-1,0,6.6,2,1,39,4,0,22,0,http://superdriverblogcom.com/codec.exe,superdriverblogcom.com,10.5,2,/codec.exe,18,2,5,18
5,-1,-1,36024,0,10.4,4,1,62,18,0,13,1,http://superloss.com/paro/43a92a05cb5b56a2660eeb82aaf10998/...,superloss.com,6,2,/paro/43a92a05cb5b56a2660eeb82aaf10998/...,9,2,32,32
5,-1,-1,-1,0,4.6,1,1,30,4,0,17,1,http://support-busca.com/Find/,support-busca.com,5,1,/Find/,7,3,4,7
12,1861144,41279,-1,0,4.666666667,7,1,73,4.714285714,0,22,0,http://survey.brainint.com.br/index.php/survey/index/sid/765573/token/...,survey.brainint.com.br,4.75,7,/index.php/survey/index/sid/765573/token/...,8,4,6,8
10,-1,-1,20013,0,5.9,5,1,73,5.5,0,12,1,http://svmkullu.org/adc/DHL2017/tracking2.php?userid=kathyqin625@hotma...,svmkullu.org,5.5,4,/adc/DHL2017/tracking2.php,8,2,9,11
3,20086155,-1,15685,0,4.333333333,1,1,17,0,0,10,0,http://synalov.cz,synalov.cz,4.5,0,,7,2,0,7
11,-1,-1,-1,0,4.545454545,5,1,65,4,1,20,0,http://sysmacnetwork.online/MSIE/msie1.php?num=61-1800-431-352...,sysmacnetwork.online,9.5,3,/MSIE/msie1.php,13,2,5,13
7,-1,-1,-1,0,4.857142857,2,1,42,4.5,0,13,0,http://systemjud.com/start/admo/getcfg.php,systemjud.com,6,4,/start/admo/getcfg.php,9,2,6,9
5,-1,-1,-1,0,6.4,2,1,38,4,0,21,0,http://takecarepleasecom.com/codec.exe,takecarepleasecom.com,10,2,/codec.exe,17,2,5,17
10,-1,-1,-1,0,3.4,5,1,49,2.75,0,17,0,http://tancoconut.com.my/wp-admin/js/03/?log=1...,tancoconut.com.my,5,4,/wp-admin/js/03/,10,3,5,10
6,-1,-1,36351,0,4.666666667,2,1,36,5,0,16,1,http://taperebar.com.br/avast/avast/,taperebar.com.br,4.666666667,2,/avast/avast/,9,3,5,9
7,7100232,-1,22611,0,6,6,1,53,4.666666667,0,26,0,http://tapparel16.nfcfhosting.com/AT/Indexxatt.htm...,tapparel16.nfcfhosting.com,8,3,/AT/Indexxatt.htm...,11,3,9,11
7,-1,-1,-1,0,3.714285714,2,1,34,3.333333333,0,12,0,http://tds4self.com/sutra/in.cgi?2,tds4self.com,5.5,3,/sutra/in.cgi,8,2,5,8
8,5659114,-1,55045,0,5.875,5,1,60,4.8,0,20,0,http://technicalcouncil.com/zippe/attiinnddeexx%20(1).php...,technicalcouncil.com,9.5,5,/zippe/attiinnddeexx%20(1).php...,16,2,13,16
10,609802,9942,6823,0,3.7,8,1,52,3.5,0,23,0,http://teknasan.mgt.dia.com.tr/Auth/auth/aut.php?...,teknasan.mgt.dia.com.tr,3.8,4,/Auth/auth/aut.php,8,5,4,8
11,609802,9942,6823,0,3.909090909,8,1,58,4,0,23,0,http://teknasan.mgt.dia.com.tr/review/Auth/auth/aut.php...,teknasan.mgt.dia.com.tr,3.8,5,/review/Auth/auth/aut.php...,8,5,6,8
